,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,55,55.0,45,69,69.0,31,0.034644483407769704,0.52,0.6909090909090909,0.3111111111111111,0.5507246376811594,0.00447328994050622,0.44
1,ETH-USD,51,51.0,49,45,45.0,55,0.033835723576141105,0.52,0.47058823529411764,0.5714285714285714,0.5333333333333333,0.0025382060557603836,0.36
