,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,476,53.96825396825397,406,526,59.63718820861678,356,0.03125298028354896,0.4978723404255319,0.6176470588235294,0.42857142857142855,0.55893536121673,0.010179898701608181,0.5274725274725275
1,LTC-USD,417,47.27891156462585,465,479,54.30839002267574,403,0.04360557207029035,0.4745395449620802,0.5419664268585132,0.4559139784946237,0.4718162839248434,0.0128139359876513,0.5
