,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,475,53.91600454029512,406,554,62.88308740068104,327,0.030597526402919985,0.49035187287173665,0.6105263157894737,0.3497536945812808,0.5234657039711191,0.0084075219929218,0.5393258426966292
1,LTC-USD,416,47.21906923950057,465,523,59.364358683314414,358,0.04200500405780334,0.49716231555051077,0.5961538461538461,0.40860215053763443,0.47418738049713194,0.0115513605996966,0.4943820224719101
