,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,475,53.97727272727273,405,546,62.04545454545455,334,0.0303894248376253,0.5079545454545454,0.6189473684210526,0.37777777777777777,0.5384615384615384,0.0076194265857338,0.5340909090909091
1,LTC-USD,415,47.15909090909091,465,557,63.29545454545455,323,0.042060606228864136,0.48409090909090907,0.6240963855421687,0.35913978494623655,0.4649910233393178,0.0112964697182178,0.5340909090909091
