,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,475,53.97727272727273,405,522,59.31818181818182,358,0.03009201260458457,0.5556818181818182,0.6378947368421053,0.45925925925925926,0.5804597701149425,0.0057098572142422,0.6045454545454545
1,LTC-USD,415,47.15909090909091,465,484,55.0,396,0.04229491203742523,0.5079545454545454,0.5614457831325301,0.46021505376344085,0.48140495867768596,0.00696560088545084,0.5045454545454545
