,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,476,54.029511918274686,405,477,54.14301929625426,404,0.030521844151387183,0.5175936435868331,0.5546218487394958,0.4740740740740741,0.5534591194968553,0.0072012431919574,0.5882352941176471
1,LTC-USD,416,47.21906923950057,465,395,44.835414301929625,486,0.04267782966784484,0.52894438138479,0.47596153846153844,0.5763440860215053,0.5012658227848101,0.0078265760093927,0.5067873303167421
