  ,Crypto  ,Num Subidas (Real) ,Perc Subidas (Real) ,Num Quedas (Real) ,Num Subidas (Pred) ,Perc Subidas (Pred) ,Num Quedas (Pred) ,MAE                  ,Acc                ,Sen                ,Spe                 ,Pre                 ,Lower bound dos 10% maiores ,Precisao para maiores que 0.008
0 ,BTC-USD ,               476 , 54.029511918274686 ,              405 ,               495 ,  56.18615209988649 ,              386 ,0.030731323263182782 ,0.4956521739130435 ,0.5735294117647058 ,0.45185185185185184 ,0.5515151515151515  ,       0.0074738985858857   ,            0.6063348416289592
1 ,LTC-USD ,               416 , 47.21906923950057  ,              465 ,               422 ,  47.90011350737798 ,              459 ,0.04236071757594545  ,0.5257611241217799 ,0.4879807692307692 ,0.5290322580645161  ,0.48104265402843605 ,       0.008446479216217995 ,            0.48868778280542985
