,Crypto,Num Subidas (Real),Perc Subidas (Real),Num Quedas (Real),Num Subidas (Pred),Perc Subidas (Pred),Num Quedas (Pred),MAE,Acc,Sen,Spe,Pre,Lower bound dos 10% maiores,Precisao para maiores que 0.008
0,BTC-USD,476,54.029511918274686,405,495,56.18615209988649,386,0.030731323263182758,0.5175936435868331,0.5735294117647058,0.45185185185185184,0.5515151515151515,0.0074738985858857,0.6063348416289592
1,LTC-USD,416,47.21906923950057,465,422,47.90011350737798,459,0.04236071757594542,0.5096481271282634,0.4879807692307692,0.5290322580645161,0.48104265402843605,0.0084464792162179,0.48868778280542985
